id,weights
14539247,0.0034999825000874996
90276212,0.03489082554587227
584444,0.004999975000124999
597928,0.024999875000624998
23463077,0.009549952250238749
9796101,0.026499867500662497
725556,0.01039994800026
21139784,0.021599892000539998
381301,0.007199964000179999
50315731,0.024700876495617523
7624587,0.014999925000374998
590102,0.019999900000499997
533822,0.0029999850000749996
534329,0.02090289548552257
374485,0.013999930000349999
607225,0.019278903605481974
553121,0.019470902645486773
448343,0.006995965020174899
687503,0.01782991085044575
604479,0.017515912420437898
581333,0.017492912535437322
987992,0.017491912540437297
4806713,0.0017999910000449997
370042,0.014999925000374998
666345,0.005999970000149999
670409,0.01590192049039755
388952,0.007932960335198323
544837,0.007044964775176124
706606,0.015168924155379224
717495,0.015027924860375698
640263,0.015021924890375548
629415,0.004778976105119475
590504,0.009952950235248824
635513,0.014343928280358598
673379,0.010574947125264373
578793,0.002960985195074025
459312,0.012499937500312499
558387,0.013672931635341824
657924,0.013577932110339449
766532,0.013639931800340998
638760,0.013597932010339948
629694,0.013577932110339449
391152,0.0035959820200898995
837281,0.012742936285318574
421971,0.007954960225198874
9215216,0.0027039864800675996
876865,0.012358938205308973
831163,0.012328938355308223
69980465,0.011728941355293223
829630,0.0030539847300763497
553796,0.011323943380283098
558358,0.010758946205268974
431602,0.010711946440267798
610365,0.01087794561027195
882281,0.010706946465267674
605515,0.010627946860265698
677937,0.009885950570247149
569294,0.009879950600246998
513944,0.006170969145154274
424783,0.003966980165099174
439981,0.009293953530232348
4558169,0.0013539932300338498
1118527,0.00886195569022155
851505,0.009292953535232323
395514,0.0018449907750461248
803608,0.00932595337023315
648957,0.009281953590232048
450109,0.008864955675221624
666468,0.009262953685231574
4310622,0.009242953785231075
863062,0.0036959815200923994
595127,0.008959955200224
5684617,0.006346968265158674
610893,0.008522957385213074
434244,0.008440957795211024
635360,0.008464957675211623
486462,0.0083319583402083
586249,0.008694956525217373
663412,0.00782596087019565
379642,0.008124959375203125
569037,0.008532957335213323
428601,0.007737961310193449
11326315,2.9999850000749996e-06
429748,0.0007079964600177
647643,0.007810960945195274
837048,0.007810960945195274
632042,0.007807960960195199
423695,0.006874965625171874
569731,0.007088964555177224
490435,0.0019989900050499747
1575006,0.007021964890175549
463701,0.0015139924300378498
564495,0.007002964985175074
521669,0.006999965000174999
1539121,0.007346963265183674
66024347,0.006992965035174824
477963,0.00039399803000984997
733807,0.004420977895110524
613163,0.007117964410177949
405963,0.0
