id,weights
20089867,0.0029999880000479997
1431275,0.012424950300198799
4558169,0.00499998000008
7070209,0.03499986000056
3105437,0.03499986000056
9189085,0.0011999952000192
5166207,0.0010999956000176
6816354,0.03499986000056
23855849,0.0014999940000239998
6816398,0.001999992000032
2836101,0.03288386846452614
4277610,0.00999996000016
17904379,0.003436986252054992
11365633,0.007938968244127024
5615793,0.000999996000016
7726446,0.027267890928436286
9215216,0.0035749857000572
6699694,0.005999976000095999
11325805,0.006563973744105024
4546700,0.026208895164419342
6814917,0.00249999000004
1582782,0.020999916000336
1857270,0.009537961848152608
7639690,0.025634897460410158
1523631,0.025988896044415823
1454970,0.023564905740377038
1526101,0.015999936000256
6164666,0.0043099827600689596
11326315,0.004848980604077584
15109156,0.0035999856000576
1575006,0.02433990264038944
4299001,0.0010999956000176
9175163,0.005926976292094831
10776158,0.02415190339238643
7368291,0.004087983648065408
13156212,0.006232975068099727
5800722,0.0029599881600473597
6299370,0.00256998972004112
3917314,0.021850912596349616
9746316,0.020723917104331583
7080842,0.0008439966240135039
6955448,0.00999996000016
5976324,0.022557909768360928
6786608,0.0034579861680553276
4176473,0.019745921016315934
6165301,0.013090947636209455
10577195,0.0011049955800176798
5784906,0.0008329966680133279
1425177,0.019925920296318816
4766871,0.0027249891000436
1454197,0.007735969056123775
3094686,0.008409966360134559
9685767,0.021696913212347152
4302009,1.3999944000224e-05
11675611,0.021000915996336016
9066820,0.002166991332034672
12467721,0.020240919036323853
70831671,0.0
5185287,1.499994000024e-05
5175903,0.0007339970640117439
6984593,0.02058491766032936
9228538,0.0001499994000024
1435869,0.018102927588289647
4807471,0.0
7375414,0.019670921316314736
6166552,0.002593989624041504
7096582,0.0025059899760400957
5949836,3.1999872000511996e-05
10536307,0.01968292126831493
1455636,0.003083987664049344
9796424,8.2999668001328e-05
1637030,0.016635933456266176
12325071,0.005080979676081295
12756581,0.0025149899400402397
26208319,0.0005079979680081279
4282080,0.004081983672065311
5446241,0.0043829824680701275
1408263,0.0
5647706,0.000281998872004512
25266048,5.2999788000847996e-05
8305195,0.000180999276002896
3535918,0.019028923884304463
6235035,0.019264922940308238
1314516,0.01953192187231251
9797315,0.016163935344258622
7090641,0.000950996196015216
9165404,0.015804936780252878
6532846,0.018645925416298333
13028273,8.999964000143999e-06
5648161,0.0
3455653,0.01803492786028856
3807335,0.0
1523883,2.1999912000352e-05
6115221,0.0180939276242895
4300883,1.3999944000224e-05
6156544,1.2999948000208e-05
5115315,0.016193935224259104
6565576,0.018304926780292878
3351737,6.5999736001056e-05
1294481,0.01631493474026104
